Player_name;Team_name;position_description;Round_name;yellow_card_points;red_card_points;yellowred_card_points;goals_points;goals_conceded_points;own_goals_points;penalty_points;clean_sheet_points;assists_points;match_won_points;match_draw_points;total_points
Jens Teunckens;RKC Waalwijk;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Issam El Maach;RKC Waalwijk;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Thierry Lutonda;RKC Waalwijk;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Aaron Meijers;Sparta Rotterdam;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Yvon Landry Mvogo;PSV;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Adrián Dalmau Vaquer;FC Utrecht;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Javier Vet;NEC;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Görkem Sağlam;Willem II;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
João Carlos Vilaça Teixeira;Feyenoord;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Marco van Ginkel;PSV;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Mees Hilgers;FC Twente;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Casper Staring;FC Twente;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
André Ramalho Silva;PSV;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Naoufal Bannis;Feyenoord;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Victor Jensen;Ajax;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Nigel Lonwijk;Fortuna Sittard;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Gabi Caschili;PEC Zwolle;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Rav van den Berg;PEC Zwolle;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Siem de Jong;SC Heerenveen;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Marin Sverko;FC Groningen;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Joey Veerman;SC Heerenveen;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Romano Postema;FC Groningen;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Maxim Gullit;SC Cambuur;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Emil Hansson;Fortuna Sittard;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Arianit Ferati;Fortuna Sittard;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Zian Flemming;Fortuna Sittard;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Remco Balk;FC Utrecht;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Dario Van den Buijs;RKC Waalwijk;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Tim Coremans;Sparta Rotterdam;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Bart Vriends;Sparta Rotterdam;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Richard Ledezma;PSV;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Benaissa Benamar;FC Utrecht;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Luuk Brouwers;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Iñigo Córdoba Kerejeta;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Isac Lidberg;Go Ahead Eagles;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Danny Vuković;NEC;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Ogechika Heil;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Ragnar Oratmangoen;Go Ahead Eagles;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Miquel Nelom;Willem II;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Jorn Brondeel;Willem II;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Håkon Evjen;AZ Alkmaar;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Beau Reus;AZ Alkmaar;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Mohamed Taabouni;AZ Alkmaar;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Zico Buurmeester;AZ Alkmaar;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Ofir Meir Marciano;Feyenoord;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Luca Everink;FC Twente;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Youri Regeer;Ajax;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Ryan Koolwijk;PEC Zwolle;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Luka Adžić;PEC Zwolle;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Tijanni Noslin;Fortuna Sittard;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Eliano Reijnders;PEC Zwolle;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Henk Veerman;SC Heerenveen;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Jan de Boer;FC Groningen;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Rodney Kongolo;SC Heerenveen;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Nicolas Martin Hautorp Madsen;SC Heerenveen;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Lennart Thy;Sparta Rotterdam;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Marco Tol;SC Cambuur;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Filip Yavorov Krastev;SC Cambuur;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Felix Dornebusch;Fortuna Sittard;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Andreas Samaris;Fortuna Sittard;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Janis Blaswich;Heracles Almelo;goalkeeper;18;0;0;0;0;-1;0;0;0;0;0;1;0
Mohamed Amissi;Heracles Almelo;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Eros Maddy;FC Utrecht;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Etienne Vaessen;RKC Waalwijk;goalkeeper;18;0;0;0;0;-1;0;0;0;0;0;1;0
Ayman Azhil;RKC Waalwijk;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Luuk  Wouters;RKC Waalwijk;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Mike van der Hoorn;FC Utrecht;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Maarten Paes;FC Utrecht;goalkeeper;18;0;0;0;0;-1;0;0;0;0;0;1;0
Philippe Rommens;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Martijn Berden;Go Ahead Eagles;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Mikkel Duelund;NEC;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Yacine Bourhane;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Turan Tuzlacik;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Robin Roefs;NEC;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Dries Saddiki;Willem II;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Max Svensson;Willem II;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Jens Toornstra;Feyenoord;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Connor van den Berg;Willem II;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Mohammed Daramy;Ajax;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Thomas Buitink;Vitesse;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Mees De Wit;PEC Zwolle;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Jasper Schendelaar;PEC Zwolle;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Slobodan Tedić;PEC Zwolle;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Elikia Joël Mbinga;PEC Zwolle;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Arjen van der Heide;SC Heerenveen;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Milan van Ewijk;SC Heerenveen;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Dirk Abels;Sparta Rotterdam;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Michaël Heylen;Sparta Rotterdam;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Michael Gonçalves Pinto;Sparta Rotterdam;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Brett Minnema;SC Cambuur;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Alessandro Damen;Heracles Almelo;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Sinan Bakış;Heracles Almelo;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Navajo Bakboord;Heracles Almelo;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Adrian Szöke;Heracles Almelo;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Rohat Agca;Heracles Almelo;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Lennerd Daneels;RKC Waalwijk;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Julian Vonmoos;Vitesse;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Toni Domgjoni;Vitesse;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Thomas Beekman;NEC;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Hobie Verhulst;AZ Alkmaar;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Job Schuurman;Go Ahead Eagles;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Giannis-Foivos Botos;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Ali Akman;NEC;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Sam Beukema;AZ Alkmaar;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Che Nunnely;Willem II;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Giovanni Troupée;FC Twente;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Dario Dumić;FC Twente;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Yusuf Barasi;AZ Alkmaar;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Julio José Pleguezuelo Selva;FC Twente;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Sam Tel;Willem II;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Daan Rots;FC Twente;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Mimeirhel Benita;Feyenoord;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Nicolás Alejandro Tagliafico;Ajax;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Jay Gorter;Ajax;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Danilo Pereira da Silva;Ajax;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Jeremy van Mullem;Sparta Rotterdam;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Kenzo Goudmijn;Sparta Rotterdam;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Achraf Madi;Sparta Rotterdam;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Stijn Hogervorst;Fortuna Sittard;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Tom Hendriks;Fortuna Sittard;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Samir Lagsir;PEC Zwolle;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Tibor Halilović;SC Heerenveen;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Benjamin Nygren;SC Heerenveen;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Laurent Jans;Sparta Rotterdam;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Erik Schouten;SC Cambuur;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Mats Seuntjens;Fortuna Sittard;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Mats Knoester;Heracles Almelo;defense;18;0;0;0;0;-1;0;0;0;0;0;1;0
Dave van den Berg;FC Utrecht;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Roy Kuijpers;RKC Waalwijk;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Django Warmerdam;FC Utrecht;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Million Manhoef;Vitesse;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Andries Noppert;Go Ahead Eagles;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Marcus Schubert;Vitesse;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Tomáš Hájek;Vitesse;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Justin Bakker;Go Ahead Eagles;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Jay Idzes;Go Ahead Eagles;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Ole ter Haar Romeny;NEC;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Václav Černý;FC Twente;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Pol Llonch Puyalto;Willem II;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Elton Daniël Kabangu;Willem II;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Anargyros Kampetsis;Willem II;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Noah Lewis;Willem II;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Mark Diemers;Feyenoord;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Vincent Schippers;Willem II;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Ringo Meerveld;Willem II;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Jacob Mulenga;Go Ahead Eagles;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Maduka Okoye;Sparta Rotterdam;goalkeeper;18;0;0;0;0;-1;0;0;0;0;0;1;0
Mike Hauptmeijer;PEC Zwolle;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Jan Bekkema;SC Heerenveen;goalkeeper;18;0;0;0;0;0;0;0;0;0;0;0;0
Ibrahim Drešević;SC Heerenveen;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Yahya Kalley;FC Groningen;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Syb van Ottele;SC Heerenveen;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Anthony Musaba;SC Heerenveen;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Djenahro Nunumete;SC Heerenveen;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Mohammed Osman;Sparta Rotterdam;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Tom Boere;SC Cambuur;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Ivo Daniel Ferreira Mendonca Pinto;Fortuna Sittard;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Richie Musaba;Fortuna Sittard;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Mateo Leš;Heracles Almelo;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Finn Stokkers;RKC Waalwijk;attack;18;0;0;0;0;0;0;0;0;0;0;0;0
Juriën Gaari;RKC Waalwijk;defense;18;0;0;0;0;0;0;0;0;0;0;0;0
Sander van de Streek;FC Utrecht;midfield;18;0;0;0;0;0;0;0;0;0;0;0;0
Derrick Köhn;Willem II;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Bart van Hintum;FC Groningen;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Mike te Wierik;FC Groningen;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Nikolai Laursen;Heracles Almelo;attack;18;-2;0;0;0;0;0;0;0;0;0;1;-1
Anastasios Douvikas;FC Utrecht;attack;18;-2;0;0;0;0;0;0;0;0;0;1;-1
Ramiz Larbi Zerrouki;FC Twente;midfield;18;-2;0;0;0;0;0;0;0;0;0;1;-1
Bram van Polen;PEC Zwolle;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Vurnon Anita;RKC Waalwijk;midfield;18;-2;0;0;0;0;0;0;0;0;0;1;-1
Quinten Maduro;FC Utrecht;midfield;18;-2;0;0;0;0;0;0;0;0;0;1;-1
Leeroy Owusu;Willem II;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Kostas Lamprou;PEC Zwolle;goalkeeper;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Damil Dankerlui;FC Groningen;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Bjorn Meijer;FC Groningen;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Alex Bangura;SC Cambuur;attack;18;-2;0;0;0;0;0;0;0;0;0;1;-1
Yuta Nakayama;PEC Zwolle;defense;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Peter Leeuwenburgh;FC Groningen;goalkeeper;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Timon Wellenreuther;Willem II;goalkeeper;18;0;0;0;0;-1;0;0;0;0;0;0;-1
Laros Duarte;FC Groningen;midfield;18;-2;0;0;0;0;0;0;0;0;0;0;-2
Alexander Büttner;RKC Waalwijk;defense;18;-2;0;0;0;-1;0;0;0;0;0;1;-2
Jayden Oosterwolde;FC Twente;defense;18;-2;0;0;0;-1;0;0;0;0;0;1;-2
Wessel Dammers;FC Groningen;defense;18;-2;0;0;0;0;0;0;0;0;0;0;-2
Giannis Masouras;Sparta Rotterdam;defense;18;-2;0;0;0;-1;0;0;0;0;0;1;-2
Marco Rente;Heracles Almelo;defense;18;-2;0;0;0;-1;0;0;0;0;0;1;-2
Boyd Lucassen;Go Ahead Eagles;defense;18;0;0;0;0;-2;0;0;0;0;0;0;-2
Mark van der Maarel;FC Utrecht;defense;18;-2;0;0;0;-1;0;0;0;0;0;1;-2
Warner Hahn;Go Ahead Eagles;goalkeeper;18;0;0;0;0;-2;0;0;0;0;0;0;-2
Bas Edo Kuipers;Go Ahead Eagles;defense;18;0;0;0;0;-2;0;0;0;0;0;0;-2
Gerrit Nauber;Go Ahead Eagles;defense;18;0;0;0;0;-2;0;0;0;0;0;0;-2
Patrick Vroegh;Vitesse;midfield;18;-2;0;0;0;0;0;0;0;0;0;0;-2
Thomas van den Belt;PEC Zwolle;midfield;18;-2;0;0;0;0;0;0;0;0;0;0;-2
Mustafa Saymak;PEC Zwolle;midfield;18;-2;0;0;0;0;0;0;0;0;0;0;-2
Michael de Leeuw;FC Groningen;attack;18;-2;0;0;0;0;0;0;0;0;0;0;-2
Xavier Mous;SC Heerenveen;goalkeeper;18;0;0;0;0;-3;0;0;0;0;0;0;-3
Rami Kaib;SC Heerenveen;defense;18;0;0;0;0;-3;0;0;0;0;0;0;-3
Nick Bakker;SC Heerenveen;defense;18;0;0;0;0;-3;0;0;0;0;0;0;-3
Siemen Voet;PEC Zwolle;defense;18;-2;0;0;0;-1;0;0;0;0;0;0;-3
Sven van Beek;SC Heerenveen;defense;18;0;0;0;0;-3;0;0;0;0;0;0;-3
Michal Sadílek;FC Twente;midfield;18;0;-5;0;0;0;0;0;0;0;0;1;-4
Roel Janssen;Fortuna Sittard;defense;18;0;0;0;0;-5;0;0;0;0;0;0;-5
Neraysho Kasanwirjo;FC Groningen;defense;18;0;-5;0;0;0;0;0;0;0;0;0;-5
George Cox;Fortuna Sittard;defense;18;0;0;0;0;-5;0;0;0;0;0;0;-5
Mickaël Tirpan;Fortuna Sittard;defense;18;0;0;0;0;-5;0;0;0;0;0;0;-5
Martin Angha-Lötscher;Fortuna Sittard;defense;18;0;0;0;0;-5;0;0;0;0;0;0;-5
Ulrik Yttergård Jenssen;Willem II;defense;18;0;-5;0;0;-1;0;0;0;0;0;0;-6
Yanick van Osch;Fortuna Sittard;goalkeeper;18;-2;0;0;0;-5;0;0;0;0;0;0;-7
Joris Kramer;Go Ahead Eagles;defense;18;0;-5;0;0;-2;0;0;0;0;0;0;-7
Etienne Vaessen;RKC Waalwijk;goalkeeper;19;0;0;0;0;0;0;0;3;4;3;0;10
Brian Brobbey;Ajax;attack;19;0;0;0;6;0;0;0;0;0;3;0;9
Thomas van den Belt;PEC Zwolle;midfield;19;-2;0;0;8;0;0;0;0;0;3;0;9
Bram van Polen;PEC Zwolle;defense;19;0;0;0;0;0;0;0;2;3;3;0;8
Mario Götze;PSV;midfield;19;0;0;0;4;0;0;0;0;0;3;0;7
Sam Beukema;AZ Alkmaar;defense;19;0;0;0;5;-1;0;0;0;0;3;0;7
Yukinari Sugawara;AZ Alkmaar;defense;19;0;0;0;5;-1;0;0;0;0;3;0;7
Finn Stokkers;RKC Waalwijk;attack;19;0;0;0;3;0;0;0;0;0;3;0;6
Lois Openda;Vitesse;attack;19;0;0;0;3;0;0;0;0;0;3;0;6
Lars Unnerstall;FC Twente;goalkeeper;19;0;0;0;0;0;0;0;3;0;3;0;6
Antony Matheus dos Santos;Ajax;attack;19;0;0;0;3;0;0;0;0;0;3;0;6
Michiel Kramer;RKC Waalwijk;attack;19;0;0;0;3;0;0;0;0;0;3;0;6
Jeroen Houwen;Vitesse;goalkeeper;19;0;0;0;0;0;0;0;3;0;3;0;6
Joël Drommel;PSV;goalkeeper;19;0;0;0;0;0;0;0;3;0;3;0;6
Kostas Lamprou;PEC Zwolle;goalkeeper;19;0;0;0;0;0;0;0;3;0;3;0;6
Remko Pasveer;Ajax;goalkeeper;19;0;0;0;0;0;0;0;3;0;3;0;6
Owen Wijndal;AZ Alkmaar;defense;19;0;0;0;0;-1;0;0;0;3;3;0;5
Danilho Doekhi;Vitesse;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Edson Omar Álvarez Velázquez;Ajax;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Dušan Tadić;Ajax;attack;19;0;0;0;0;0;0;0;0;2;3;0;5
Ryan Gravenberch;Ajax;midfield;19;0;0;0;0;0;0;0;0;2;3;0;5
Shawn Adewoye;RKC Waalwijk;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Dani de Wit;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;2;3;0;5
Jayden Oosterwolde;FC Twente;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Mees Hilgers;FC Twente;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Dario Van den Buijs;RKC Waalwijk;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Armando Obispo;PSV;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Olivier Boscagli;PSV;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Maximilian Wittek;Vitesse;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Jacob Rasmussen;Vitesse;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Lisandro Martínez;Ajax;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Giovanni Troupée;FC Twente;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Julio José Pleguezuelo Selva;FC Twente;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Daley Blind;Ajax;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Yuta Nakayama;PEC Zwolle;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Siemen Voet;PEC Zwolle;defense;19;0;0;0;0;0;0;0;2;0;3;0;5
Cody Mathès Gakpo;PSV;attack;19;0;0;0;0;0;0;0;0;1;3;0;4
Adrián Dalmau Vaquer;Sparta Rotterdam;attack;19;0;0;0;3;0;0;0;0;0;0;1;4
Mattijs Branderhorst;NEC;goalkeeper;19;0;0;0;0;0;0;0;3;0;0;1;4
Ben Rienstra;Fortuna Sittard;midfield;19;0;0;0;4;0;0;0;0;0;0;0;4
Oussama Darfalou;PEC Zwolle;attack;19;0;0;0;0;0;0;0;0;1;3;0;4
Janis Blaswich;Heracles Almelo;goalkeeper;19;0;0;0;0;0;0;0;3;0;0;1;4
Ricky van Wolfswinkel;FC Twente;attack;19;0;0;0;0;0;0;1;0;0;3;0;4
Mustafa Saymak;PEC Zwolle;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Juriën Gaari;RKC Waalwijk;defense;19;-2;0;0;0;0;0;0;2;0;3;0;3
Maximiliano Samuel Romero;PSV;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Calvin Verdonk;NEC;defense;19;0;0;0;0;0;0;0;2;0;0;1;3
Michel Vlap;FC Twente;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Alexander Büttner;RKC Waalwijk;defense;19;-2;0;0;0;0;0;0;2;0;3;0;3
Melle Meulensteen;RKC Waalwijk;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Jordan Teze;PSV;defense;19;-2;0;0;0;0;0;0;2;0;3;0;3
Adrian Grbic;Vitesse;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Dimitris Limnios;FC Twente;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Manfred Ugalde;FC Twente;attack;19;0;0;0;3;0;0;0;0;0;0;0;3
Gervane Kastaneer;PEC Zwolle;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Sven Sonnenberg;Heracles Almelo;defense;19;0;0;0;0;0;0;0;2;0;0;1;3
Jurriën Maduro;Ajax;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Jesse Bosch;FC Twente;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Vurnon Anita;RKC Waalwijk;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Érick Gabriel Gutiérrez Galaviz;PSV;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Mauro Jaqueson Júnior Ferreira dos Santos;PSV;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Vangelis Pavlidis;AZ Alkmaar;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Jesper Karlsson;AZ Alkmaar;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Marco van Ginkel;PSV;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Casper Staring;FC Twente;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Steven Berghuis;Ajax;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Sondre Tronstad;Vitesse;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Iván Márquez Álvarez;NEC;defense;19;0;0;0;0;0;0;0;2;0;0;1;3
Eliano Reijnders;PEC Zwolle;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Jens Odgaard;RKC Waalwijk;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Ayman Azhil;RKC Waalwijk;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Fredrik Midtsjø;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Thomas Buitink;Vitesse;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Mees De Wit;PEC Zwolle;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
Eli Dasa;Vitesse;defense;19;-2;0;0;0;0;0;0;2;0;3;0;3
Toni Domgjoni;Vitesse;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Jordy Clasie;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Rodrigo Guth;NEC;defense;19;0;0;0;0;0;0;0;2;0;0;1;3
Bart van Rooij;NEC;defense;19;0;0;0;0;0;0;0;2;0;0;1;3
Cas Odenthal;NEC;defense;19;0;0;0;0;0;0;0;2;0;0;1;3
Virgil Misidjan;FC Twente;attack;19;0;0;0;0;0;0;0;0;0;3;0;3
